breed_name,akc_group,popularity_rank,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,life_expectancy_min,life_expectancy_max,size_category,energy_level,trainability,shedding_level,grooming_frequency,good_with_strangers,hypoallergenic,coat_type,image_url_1,image_url_2,origin_country,grooming_cost_tier,exercise_min_per_day,monthly_food_cost_usd,vet_cost_tier,monthly_total_cost_usd,playfulness,affection_level,intelligence,independence,barking_level,protective_instinct,separation_anxiety,good_with_kids,good_with_dogs,good_with_cats,good_with_elderly,apartment_suitable,needs_yard,heat_tolerance,cold_tolerance,urban_suitable,first_time_owner_suitable,experience_required,guard_dog,working_dog,llm_summary
Tibetan Spaniel,Non-Sporting Group,119,25.4,25.4,4.082331330000001,6.80388555,12.0,15.0,small,3.0,3.0,3.0,3.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/Uz9mTebSzn.jpg,https://cdn2.thedogapi.com/images/Hyjcol947_1280.jpg,Tibet,3,35,35,2,110,4,4,4,4,4,3,3,1,1,1,1,1,0,2,4,1,1,1,0,0,"Tibetan Spaniels are small, playful companions with moderate exercise needs that adapt well to apartment living and various family situations. Their long coats require regular professional grooming, but they are generally affectionate and good with children and elderly family members."
Tibetan Terrier,Non-Sporting Group,96,35.56,43.18,8.164662660000001,13.6077711,15.0,16.0,medium,4.0,3.0,3.0,3.0,3.0,0,double,https://cdn2.thedogapi.com/images/O9aaUjez3.jpg,https://cdn2.thedogapi.com/images/ZrJ_J-FIY.jpg,Tibet,3,50,40,2,140,4,5,4,3,3,3,4,1,1,1,1,1,0,2,5,1,1,2,0,0,"Tibetan Terriers are affectionate, loyal family companions with profuse coats requiring professional grooming commitment. They are sensitive, good with families and children, but need regular exercise and can experience separation anxiety."
Tornjak,Foundation Stock Service,,58.42,71.12,28.12272694,49.895160700000005,12.0,14.0,giant,,4.0,,,3.0,0,long,https://cdn4.thedogapi.com/optimized/XUBm5RA95T.jpg,,"Bosnia and Herzegovina, Croatia",2,60,75,2,125,3,4,5,4,4,5,2,1,0,0,0,0,1,3,5,0,0,2,1,0,"Tornjaks are large, powerful livestock guardian dogs with strong protective instincts and high intelligence requiring experienced owners. They thrive with adequate space and exercise but need careful socialization and are not suitable for apartment living."
Tosa,Foundation Stock Service,,54.61,59.69,45.359237,90.718474,10.0,12.0,giant,3.0,3.0,3.0,2.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/HM6Q4EFzx5.jpg,,"Tosa Province, Japan",1,50,80,3,130,2,3,3,4,2,5,2,0,0,0,0,0,1,4,3,0,0,3,1,0,"Tosas are large, powerful dogs that mature slowly and require experienced, strong-willed owners for proper management and socialization. They are watchful, potentially dog-aggressive, and prone to health issues requiring significant veterinary care and space."
Toy Fox Terrier,Toy Group,111,21.59,29.21,1.587573295,3.17514659,13.0,15.0,small,4.0,5.0,3.0,3.0,4.0,0,short,https://cdn2.thedogapi.com/images/B17ase9V7_1280.jpg,https://cdn4.thedogapi.com/optimized/5BVhG81gSe.jpg,United States,2,40,25,1,60,5,5,5,3,4,2,3,1,1,0,1,1,0,4,3,1,1,1,0,0,"Toy Fox Terriers are highly intelligent, playful lapdog companions combining terrier spirit with toy dog affection in a compact package. They are excellent for first-time owners, adapt well to apartments, and are generally good with children and elderly family members."
Transylvanian Hound,Foundation Stock Service,,55.88,66.04,24.947580350000003,24.947580350000003,10.0,14.0,medium,5.0,2.0,,3.0,,0,short,https://cdn4.thedogapi.com/optimized/QL0j7eYgTB.jpg,,"Transylvania, Hungary",1,90,65,1,70,4,4,3,3,3,3,3,1,1,0,1,1,1,3,3,0,0,2,0,0,"The Transylvanian Hound is an athletic, energetic hunter with a calm yet determined temperament that adapts well to family life. Their playful nature and balanced disposition make them suitable family companions, though they require significant daily exercise and experienced handling. Best suited for active households with access to outdoor space rather than apartment living."
Treeing Tennessee Brindle,Foundation Stock Service,,40.64,60.96,13.6077711,22.6796185,10.0,12.0,medium,3.0,,3.0,3.0,,0,short,https://cdn4.thedogapi.com/optimized/lwO7QaCaCU.jpg,,"United States (Tennessee, Appalachian Mountains)",1,90,55,1,60,4,4,4,2,4,3,3,1,1,0,0,0,1,3,3,0,0,2,0,0,"The Treeing Tennessee Brindle is an intelligent, courageous hunting dog with strong prey drive and vocal tendencies. They require experienced owners comfortable with high energy levels and significant exercise needs. These dogs are best suited for rural or hunting-oriented households rather than city living."
Treeing Walker Coonhound,Hound Group,137,50.8,68.58,22.6796185,31.751465900000003,12.0,13.0,large,3.0,3.0,3.0,2.0,4.0,0,short,https://cdn2.thedogapi.com/images/SkRpsgc47_1280.jpg,https://cdn4.thedogapi.com/optimized/kGruq6EvlB.jpg,United States,1,90,60,1,65,3,4,4,2,4,2,3,1,1,0,0,0,1,3,3,0,0,2,0,0,"The Treeing Walker Coonhound is a smart, brave hunting hound with excellent scenting abilities and a gentle temperament with family. They require substantial daily exercise and thrive in rural settings with access to space for hunting activities. Not suitable for apartment living due to their vocal nature and high energy levels."
Vizsla,Sporting Group,31,53.34,60.96,19.95806428,27.2155422,12.0,14.0,large,4.0,5.0,3.0,3.0,4.0,0,short,https://cdn2.thedogapi.com/images/r1o0jx9Em_1280.jpg,https://cdn4.thedogapi.com/optimized/UAHks1q5iR.jpg,Hungary,1,90,70,2,75,4,5,5,1,2,2,4,1,1,0,0,0,1,4,2,0,0,1,0,0,"The Vizsla is an affectionate, highly intelligent sporting dog that forms intense bonds with their owners and struggles with separation. They excel at various sports and activities but require extensive daily exercise and constant companionship. Best suited for active families who can provide significant attention and outdoor activities."
Weimaraner,Sporting Group,36,58.42,68.58,24.947580350000003,40.8233133,10.0,13.0,large,5.0,5.0,3.0,3.0,4.0,0,short,https://cdn2.thedogapi.com/images/SyU12l9V7_1280.jpg,,"Weimar, Germany",1,120,80,2,85,4,4,5,2,2,3,4,1,1,0,0,0,1,4,2,0,0,1,1,0,"The Weimaraner is an intelligent, obedient sporting dog with exceptional athleticism and a distinctive silvery-gray coat. They require experienced owners who can provide rigorous daily exercise and strong training, as they are prone to separation anxiety and destructive behavior when under-stimulated. These energetic hunters are best suited for active families with ample outdoor space."
Welsh Springer Spaniel,Sporting Group,128,43.18,48.26,15.875732950000002,24.947580350000003,12.0,15.0,medium,4.0,4.0,,3.0,4.0,0,medium,https://cdn4.thedogapi.com/optimized/yRhKp8FeFn.jpg,https://cdn2.thedogapi.com/images/BJ1gnx5Vm_1280.jpg,Wales,2,90,65,1,75,4,3,4,2,2,2,2,1,1,0,1,1,1,3,3,0,1,1,0,0,"The Welsh Springer Spaniel is a happy, upbeat sporting dog of handy size with a beautiful red and white coat and strong versatility in the field. They require regular exercise and moderate grooming but adapt well to family life and are relatively easy to train. A good option for active families seeking a balanced sporting companion with a friendly temperament."
Welsh Terrier,Terrier Group,107,38.1,38.1,9.0718474,9.0718474,12.0,15.0,medium,4.0,3.0,3.0,3.0,5.0,0,wire,https://cdn4.thedogapi.com/optimized/HJdtpv2T4l.jpg,,Wales,3,60,50,1,85,4,4,4,3,3,3,2,1,0,0,1,1,0,3,3,1,0,2,0,0,"The Welsh Terrier is a spirited, intelligent terrier with a characteristic black-and-tan wire coat and strong personality. They require regular professional grooming and have a stubborn streak that demands experienced handling. Best suited for households with terrier experience and the willingness to manage their independent nature."
West Highland White Terrier,Terrier Group,42,25.4,27.94,6.80388555,9.0718474,13.0,15.0,medium,3.0,3.0,3.0,4.0,4.0,0,double,https://cdn2.thedogapi.com/images/Bkdx2g5Em_1280.jpg,https://cdn4.thedogapi.com/optimized/9Vh5N533hN.jpg,Scotland,3,60,40,1,80,4,4,3,3,3,3,2,1,1,0,1,1,0,2,4,1,1,1,1,0,"The West Highland White Terrier is a charming, hardy small terrier with a distinctive white double coat and a loyal, entertaining personality. They are surprisingly tough and independent despite their plush appearance, requiring regular professional grooming and moderate exercise. Suitable for families and apartment living, though they need experienced handling of their stubborn terrier temperament."
Wetterhoun,Foundation Stock Service,,12.7,58.42,22.6796185,34.01942775,13.0,13.0,large,3.0,2.0,3.0,2.0,3.0,0,curly,https://cdn4.thedogapi.com/optimized/Vl8GVkt1vG.jpg,,"Friesland, Netherlands",2,75,60,1,72,3,4,4,2,2,3,2,1,1,0,1,1,1,3,3,0,0,2,1,0,"The Wetterhoun is a loyal, intelligent hunting dog with a devoted nature and strong bond with their owners. Originally bred for otter hunting, they make excellent watchdogs and can excel in various sports with proper training. They require experienced handling and are best suited for active owners who can provide adequate exercise and mental stimulation."
Whippet,Hound Group,61,45.72,55.88,11.33980925,18.1436948,12.0,15.0,medium,3.0,3.0,3.0,2.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/I9Bo3DVtQw.jpg,https://cdn2.thedogapi.com/images/Hyv-ne94m_1280.jpg,England,1,60,45,1,50,4,4,3,3,2,1,2,1,1,0,1,1,0,4,2,1,1,1,0,0,"The Whippet is an affectionate, playful sighthound that balances intense athleticism with a calm, relaxed home temperament. They are low-maintenance with minimal grooming needs and adapt well to apartment living with adequate exercise. Ideal for families seeking an active yet gentle companion with a clean, short coat and friendly disposition."
Wire Fox Terrier,Terrier Group,101,38.1,38.1,6.80388555,8.164662660000001,12.0,15.0,small,3.0,3.0,2.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/lYxCEtfMI1.jpg,https://cdn2.thedogapi.com/images/SJ6f2g9EQ_1280.jpg,England,3,60,35,1,95,4,4,4,3,3,2,3,1,0,0,0,0,1,3,3,0,0,3,0,0,"Wire Fox Terriers are spirited, intelligent companions packed with personality and energy. They require experienced owners who can manage their independence, high prey drive, and need for substantial daily exercise. Best suited for active families with secure yards and time for professional grooming."
Wirehaired Pointing Griffon,Sporting Group,65,50.8,60.96,15.875732950000002,31.751465900000003,12.0,15.0,large,5.0,3.0,3.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/fMSaUQg2IP.jpg,https://cdn2.thedogapi.com/images/Bkam2l9Vm_1280.jpg,Netherlands/France,3,90,60,2,140,4,4,4,2,2,2,3,1,1,0,0,0,1,3,4,0,0,2,0,0,"Wirehaired Pointing Griffons are devoted, hardworking sporting dogs with exceptional trainability and friendly dispositions. They thrive with active families who can provide extensive daily exercise and access to outdoor activities. Regular professional grooming and space for running are essential for this energetic breed."
Wirehaired Vizsla,Sporting Group,167,54.61,63.5,20.41165665,29.48350405,12.0,14.0,large,4.0,3.0,3.0,2.0,3.0,0,wire,https://cdn2.thedogapi.com/images/r1I4hl5Em_1280.jpg,https://cdn4.thedogapi.com/optimized/kjHLge9m58.jpg,Hungary,2,90,55,1,115,4,5,4,2,2,1,4,1,1,0,0,0,1,4,2,0,0,2,0,0,"Wirehaired Vizslas are gentle, loyal sporting dogs with high trainability and affectionate temperaments. They require substantial daily exercise and thrive best with active owners who can provide companionship and outdoor activities. Their people-oriented nature makes them excellent family companions for experienced dog owners."
Working Kelpie,Foundation Stock Service,,48.26,63.5,12.70058636,27.2155422,12.0,15.0,large,4.0,3.0,3.0,2.0,3.0,0,double,,,,1,120,50,1,100,4,3,5,3,3,2,3,1,1,0,0,0,1,4,4,0,0,3,0,0,"Working Kelpies are highly intelligent, energetic working dogs requiring experienced handlers and extensive daily exercise. They excel in active roles like herding and search-and-rescue but need substantial physical and mental stimulation to prevent behavioral problems. Best suited for rural settings with jobs to do."
Xoloitzcuintli,Non-Sporting Group,140,25.4,58.42,4.535923700000001,24.947580350000003,13.0,18.0,medium,4.0,3.0,2.0,2.0,3.0,1,short,https://cdn2.thedogapi.com/images/HkNS3gqEm_1280.jpg,https://cdn4.thedogapi.com/optimized/owYeoJuOc7.jpg,Mexico,1,60,30,2,80,3,4,3,3,2,2,3,1,1,1,1,1,0,5,1,1,1,1,0,0,"Xoloitzcuintlis are loyal, calm companions available in three sizes with a hypoallergenic hairless coat. They adapt well to apartment living and are suitable for first-time owners, though they require protection in cold climates. These thoughtful dogs form strong bonds with their families and do well with children and other pets."
Yakutian Laika,Foundation Stock Service,,53.34,58.42,18.1436948,24.947580350000003,10.0,12.0,medium,4.0,2.0,3.0,3.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/l8oudHWW74.jpg,,"Yakutia, Siberia, Russia",3,90,65,1,145,4,5,4,2,3,3,3,1,1,0,0,0,1,2,5,0,0,2,1,0,"Yakutian Laikas are affectionate, intelligent working dogs with exceptional cold tolerance and protective instincts. They require considerable daily exercise and professional grooming, thriving in cool climates with active families. These gentle, loyal companions excel with children but need experienced owners and substantial space."
Yorkshire Terrier,Toy Group,10,17.78,20.32,3.17514659,3.17514659,11.0,15.0,small,3.0,2.0,2.0,5.0,4.0,1,long,https://cdn4.thedogapi.com/optimized/EBxFXxL6xN.jpg,https://cdn2.thedogapi.com/images/B12BnxcVQ_1280.jpg,"Yorkshire, England",3,45,25,2,120,4,4,3,3,4,2,3,1,0,0,1,1,0,3,2,1,1,1,0,0,"Yorkshire Terriers are affectionate, feisty toy breeds perfect for urban living and apartment dwellers. Their silky floor-length coats require frequent professional grooming, but their hypoallergenic qualities appeal to many owners. Despite their small size, Yorkies have big personalities and make excellent companions for first-time owners."
